goal,target,indicator,series_code,series_description,geo_area_code,geo_area_name,time_period,value,units,age,sex,location,nature,observation_status
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,5.07,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,6.46,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,6.28,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,4.91,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,12.1,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,12.89,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,6.06,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,4.7,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2000,11.23,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,13.48,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,5.15,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,6.74,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,6.98,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,5.33,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,12.29,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,4.91,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,6.44,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2001,14.59,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,4.87,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,12.8,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,13.79,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,6.16,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,4.73,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,11.73,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,4.97,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,6.53,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2002,6.37,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,11.97,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,4.52,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,5.93,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,5.89,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,4.44,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,11.28,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,4.61,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,5.98,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2003,12.61,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,11.85,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,5.54,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,4.15,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,10.87,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,3.87,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,5.28,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,5.39,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,11.37,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2004,3.99,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,10.62,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,5.03,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,4.88,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,3.58,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,10.34,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,3.91,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,5.22,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,10.88,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2005,3.73,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,10.55,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,4.92,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,3.78,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,9.47,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,3.39,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,4.67,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,4.78,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,10.03,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2006,3.56,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,2.87,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,9.25,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,3.67,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,4.78,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,9.48,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,3.23,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,9.37,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,4.38,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2007,4.04,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,9.02,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,4.57,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,3.58,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,8.6,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,2.86,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,3.96,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,4.23,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,8.82,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2008,3.18,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,5.4,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,12.48,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,4.24,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,11.46,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,5.56,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,5.69,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,4.26,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,10.35,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2009,4.22,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,11.95,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,5.38,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,4.03,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,11.13,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,3.66,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,5.08,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,5.21,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,11.55,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2010,3.83,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,3.74,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,11.38,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,5.08,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,4.89,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,3.49,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,10.78,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,4.04,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,5.3,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2011,11.94,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,5.32,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,4.06,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,10.96,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,3.69,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,5.14,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,5.22,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,11.73,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,3.86,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2012,12.46,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,4.31,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,12.22,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,5.66,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,5.71,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,4.29,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,11.36,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,4.34,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,5.61,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2013,13.04,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,4.44,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,6,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,6.08,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,4.61,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,13.31,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,14.11,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,6.17,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,4.8,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2014,12.47,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,4.62,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,6.05,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,6.04,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,4.46,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,11.91,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,4.82,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,6.07,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,13.11,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2015,14.24,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,5.71,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,4.33,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,13.83,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,12.66,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,5.78,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,4.6,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,4.1,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,5.65,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2016,11.43,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,4.22,PERCENT,25+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,5.6,PERCENT,15+,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,11.62,PERCENT,15-24,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,5.52,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,3.98,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,4.49,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,5.7,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,12.68,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2017,13.68,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,12.79,PERCENT,15-24,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,3.9,PERCENT,25+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,11.94,PERCENT,15-24,BOTHSEX,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,5.4,PERCENT,15+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,4.24,PERCENT,25+,FEMALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,5.3,PERCENT,15+,MALE,,C,A
8,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",36,Australia,2018,11.04,PERCENT,15-24,FEMALE,,C,A
