goal,target,indicator,series_code,series_description,geo_area_code,geo_area_name,time_period,value,units,age,sex,location,nature,observation_status
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.91,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.3,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,6.37,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,8.66,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.76,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.21,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,6.35,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.09,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,8.22,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,9.84,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,13.82,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,12.9,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,9.94,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,9.91,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,14.38,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,13.27,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,13.22,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,9.99,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,8.56,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,9.76,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,8.62,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,7.48,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2009,6.72,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.81,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.45,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.85,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.58,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.36,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.73,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.02,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.05,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.55,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.6,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,12.82,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.92,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,10.13,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,13.06,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,14.05,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.62,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,9.73,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,10.21,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,13.14,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,13.64,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,14.48,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,9.96,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.15,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.81,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.13,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,9.85,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.37,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.06,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.7,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.4,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,7.72,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,8.65,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2010,6.56,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.77,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.49,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.53,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.09,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.41,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,9.59,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,13.82,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,13.98,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,10.75,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,14.17,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,13.29,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,14,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,10.8,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,9.95,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.73,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.68,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.57,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.74,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.8,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.74,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.12,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,13.92,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.72,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.85,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.92,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.96,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.49,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.77,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,8.23,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,9.14,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.94,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,7.56,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2011,6.53,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,10.1,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,10.69,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,14.56,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,13.68,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,14,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,9.4,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.51,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,6.95,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,6.41,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.63,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.24,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,6.71,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.69,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.92,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.08,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.24,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,6.76,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.76,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.39,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,6.91,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.7,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.83,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.94,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.18,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.49,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,7.24,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,8.95,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,15.36,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,9.52,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,10.67,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,14.76,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,13.87,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2012,9.8,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,8.21,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.25,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,14.7,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.5,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.41,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.46,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,6.86,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.04,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,8.77,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,9.58,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,13.87,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.84,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,6.89,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,9.05,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.8,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,6.89,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.32,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,8.78,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,9.96,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,13.71,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,14.61,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,10.83,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,16.07,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,13.51,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,14.58,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,10.63,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,10.24,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,9.04,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,9.04,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,8.82,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,7.77,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,6.99,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2013,8.38,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,9.29,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,9.31,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,10.75,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,14.46,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,13.87,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,10.53,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,9.47,CUR_LCU,15+,MALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,7.87,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,7.25,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,7.7,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,9.05,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,9.69,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,13.73,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,14.32,CUR_LCU,15+,FEMALE,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,8.47,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,7.41,CUR_LCU,15+,BOTHSEX,,C,A
8,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),380,Italy,2014,7.82,CUR_LCU,15+,MALE,,C,A
